"Aguascalientes","GENERAL",2004,"ENE",29
"Baja California","GENERAL",2004,"ENE",99
"Baja California Sur","GENERAL",2004,"ENE",37
"Campeche","GENERAL",2004,"ENE",56
"Coahuila","GENERAL",2004,"ENE",96
"Colima","GENERAL",2004,"ENE",42
"Chiapas","GENERAL",2004,"ENE",208
"Chihuahua","GENERAL",2004,"ENE",264
"Distrito Federal","GENERAL",2004,"ENE",1357
"Durango","GENERAL",2004,"ENE",174
"Guanajuato","GENERAL",2004,"ENE",301
"Guerrero","GENERAL",2004,"ENE",286
"Hidalgo","GENERAL",2004,"ENE",314
"Jalisco","GENERAL",2004,"ENE",615
"Mexico","GENERAL",2004,"ENE",1437
"Michoacan","GENERAL",2004,"ENE",273
"Morelos","GENERAL",2004,"ENE",144
"Nayarit","GENERAL",2004,"ENE",57
"Nuevo Leon","GENERAL",2004,"ENE",271
"Oaxaca","GENERAL",2004,"ENE",246
"Puebla","GENERAL",2004,"ENE",697
"Queretaro","GENERAL",2004,"ENE",128
"Quintana Roo","GENERAL",2004,"ENE",112
"San Luis Potosi","GENERAL",2004,"ENE",293
"Sinaloa","GENERAL",2004,"ENE",99
"Sonora","GENERAL",2004,"ENE",114
"Tabasco","GENERAL",2004,"ENE",194
"Tamaulipas","GENERAL",2004,"ENE",202
"Tlaxcala","GENERAL",2004,"ENE",127
"Veracruz","GENERAL",2004,"ENE",592
"Yucatan","GENERAL",2004,"ENE",136
"Zacatecas","GENERAL",2004,"ENE",89
"Aguascalientes","GENERAL",2004,"FEB",48
"Baja California","GENERAL",2004,"FEB",113
"Baja California Sur","GENERAL",2004,"FEB",48
"Campeche","GENERAL",2004,"FEB",72
"Coahuila","GENERAL",2004,"FEB",136
"Colima","GENERAL",2004,"FEB",55
"Chiapas","GENERAL",2004,"FEB",212
"Chihuahua","GENERAL",2004,"FEB",342
"Distrito Federal","GENERAL",2004,"FEB",1539
"Durango","GENERAL",2004,"FEB",222
"Guanajuato","GENERAL",2004,"FEB",444
"Guerrero","GENERAL",2004,"FEB",308
"Hidalgo","GENERAL",2004,"FEB",365
"Jalisco","GENERAL",2004,"FEB",639
"Mexico","GENERAL",2004,"FEB",1431
"Michoacan","GENERAL",2004,"FEB",313
"Morelos","GENERAL",2004,"FEB",130
"Nayarit","GENERAL",2004,"FEB",77
"Nuevo Leon","GENERAL",2004,"FEB",298
"Oaxaca","GENERAL",2004,"FEB",330
"Puebla","GENERAL",2004,"FEB",749
"Queretaro","GENERAL",2004,"FEB",110
"Quintana Roo","GENERAL",2004,"FEB",123
"San Luis Potosi","GENERAL",2004,"FEB",318
"Sinaloa","GENERAL",2004,"FEB",91
"Sonora","GENERAL",2004,"FEB",87
"Tabasco","GENERAL",2004,"FEB",139
"Tamaulipas","GENERAL",2004,"FEB",226
"Tlaxcala","GENERAL",2004,"FEB",144
"Veracruz","GENERAL",2004,"FEB",673
"Yucatan","GENERAL",2004,"FEB",176
"Zacatecas","GENERAL",2004,"FEB",94
"Aguascalientes","GENERAL",2004,"MAR",82
"Baja California","GENERAL",2004,"MAR",188
"Baja California Sur","GENERAL",2004,"MAR",66
"Campeche","GENERAL",2004,"MAR",117
"Coahuila","GENERAL",2004,"MAR",187
"Colima","GENERAL",2004,"MAR",64
"Chiapas","GENERAL",2004,"MAR",387
"Chihuahua","GENERAL",2004,"MAR",481
"Distrito Federal","GENERAL",2004,"MAR",2180
"Durango","GENERAL",2004,"MAR",300
"Guanajuato","GENERAL",2004,"MAR",727
"Guerrero","GENERAL",2004,"MAR",463
"Hidalgo","GENERAL",2004,"MAR",624
"Jalisco","GENERAL",2004,"MAR",899
"Mexico","GENERAL",2004,"MAR",2189
"Michoacan","GENERAL",2004,"MAR",459
"Morelos","GENERAL",2004,"MAR",237
"Nayarit","GENERAL",2004,"MAR",96
"Nuevo Leon","GENERAL",2004,"MAR",437
"Oaxaca","GENERAL",2004,"MAR",496
"Puebla","GENERAL",2004,"MAR",1119
"Queretaro","GENERAL",2004,"MAR",183
"Quintana Roo","GENERAL",2004,"MAR",185
"San Luis Potosi","GENERAL",2004,"MAR",482
"Sinaloa","GENERAL",2004,"MAR",160
"Sonora","GENERAL",2004,"MAR",264
"Tabasco","GENERAL",2004,"MAR",231
"Tamaulipas","GENERAL",2004,"MAR",353
"Tlaxcala","GENERAL",2004,"MAR",262
"Veracruz","GENERAL",2004,"MAR",1000
"Yucatan","GENERAL",2004,"MAR",250
"Zacatecas","GENERAL",2004,"MAR",149
"Aguascalientes","GENERAL",2004,"ABR",70
"Baja California","GENERAL",2004,"ABR",148
"Baja California Sur","GENERAL",2004,"ABR",44
"Campeche","GENERAL",2004,"ABR",68
"Coahuila","GENERAL",2004,"ABR",182
"Colima","GENERAL",2004,"ABR",45
"Chiapas","GENERAL",2004,"ABR",250
"Chihuahua","GENERAL",2004,"ABR",385
"Distrito Federal","GENERAL",2004,"ABR",1634
"Durango","GENERAL",2004,"ABR",222
"Guanajuato","GENERAL",2004,"ABR",450
"Guerrero","GENERAL",2004,"ABR",377
"Hidalgo","GENERAL",2004,"ABR",390
"Jalisco","GENERAL",2004,"ABR",673
"Mexico","GENERAL",2004,"ABR",1659
"Michoacan","GENERAL",2004,"ABR",346
"Morelos","GENERAL",2004,"ABR",195
"Nayarit","GENERAL",2004,"ABR",81
"Nuevo Leon","GENERAL",2004,"ABR",374
"Oaxaca","GENERAL",2004,"ABR",366
"Puebla","GENERAL",2004,"ABR",902
"Queretaro","GENERAL",2004,"ABR",145
"Quintana Roo","GENERAL",2004,"ABR",120
"San Luis Potosi","GENERAL",2004,"ABR",399
"Sinaloa","GENERAL",2004,"ABR",113
"Sonora","GENERAL",2004,"ABR",153
"Tabasco","GENERAL",2004,"ABR",137
"Tamaulipas","GENERAL",2004,"ABR",258
"Tlaxcala","GENERAL",2004,"ABR",158
"Veracruz","GENERAL",2004,"ABR",727
"Yucatan","GENERAL",2004,"ABR",187
"Zacatecas","GENERAL",2004,"ABR",93
"Aguascalientes","GENERAL",2004,"MAY",72
"Baja California","GENERAL",2004,"MAY",119
"Baja California Sur","GENERAL",2004,"MAY",62
"Campeche","GENERAL",2004,"MAY",79
"Coahuila","GENERAL",2004,"MAY",202
"Colima","GENERAL",2004,"MAY",57
"Chiapas","GENERAL",2004,"MAY",238
"Chihuahua","GENERAL",2004,"MAY",368
"Distrito Federal","GENERAL",2004,"MAY",1692
"Durango","GENERAL",2004,"MAY",217
