"Aguascalientes","GENERAL",2004,"SALUD",538
"Baja California","GENERAL",2004,"SALUD",998
"Baja California Sur","GENERAL",2004,"SALUD",498
"Campeche","GENERAL",2004,"SALUD",784
"Coahuila","GENERAL",2004,"SALUD",884
"Colima","GENERAL",2004,"SALUD",455
"Chiapas","GENERAL",2004,"SALUD",2002
"Chihuahua","GENERAL",2004,"SALUD",3018
"Distrito Federal","GENERAL",2004,"SALUD",17134
"Durango","GENERAL",2004,"SALUD",2241
"Guanajuato","GENERAL",2004,"SALUD",4930
"Guerrero","GENERAL",2004,"SALUD",3843
"Hidalgo","GENERAL",2004,"SALUD",4416
"Jalisco","GENERAL",2004,"SALUD",4325
"Mexico","GENERAL",2004,"SALUD",17385
"Michoacan","GENERAL",2004,"SALUD",3451
"Morelos","GENERAL",2004,"SALUD",1882
"Nayarit","GENERAL",2004,"SALUD",585
"Nuevo Leon","GENERAL",2004,"SALUD",1881
"Oaxaca","GENERAL",2004,"SALUD",2267
"Puebla","GENERAL",2004,"SALUD",8701
"Queretaro","GENERAL",2004,"SALUD",1032
"Quintana Roo","GENERAL",2004,"SALUD",1226
"San Luis Potosi","GENERAL",2004,"SALUD",2929
"Sinaloa","GENERAL",2004,"SALUD",868
"Sonora","GENERAL",2004,"SALUD",382
"Tabasco","GENERAL",2004,"SALUD",1611
"Tamaulipas","GENERAL",2004,"SALUD",2061
"Tlaxcala","GENERAL",2004,"SALUD",1809
"Veracruz","GENERAL",2004,"SALUD",6611
"Yucatan","GENERAL",2004,"SALUD",1644
"Zacatecas","GENERAL",2004,"SALUD",653
"Aguascalientes","GENERAL",2004,"IMSS.ORD",212
"Baja California","GENERAL",2004,"IMSS.ORD",396
"Baja California Sur","GENERAL",2004,"IMSS.ORD",43
"Campeche","GENERAL",2004,"IMSS.ORD",0
"Coahuila","GENERAL",2004,"IMSS.ORD",387
"Colima","GENERAL",2004,"IMSS.ORD",145
"Chiapas","GENERAL",2004,"IMSS.ORD",57
"Chihuahua","GENERAL",2004,"IMSS.ORD",688
"Distrito Federal","GENERAL",2004,"IMSS.ORD",1026
"Durango","GENERAL",2004,"IMSS.ORD",34
"Guanajuato","GENERAL",2004,"IMSS.ORD",884
"Guerrero","GENERAL",2004,"IMSS.ORD",454
"Hidalgo","GENERAL",2004,"IMSS.ORD",95
"Jalisco","GENERAL",2004,"IMSS.ORD",2325
"Mexico","GENERAL",2004,"IMSS.ORD",850
"Michoacan","GENERAL",2004,"IMSS.ORD",190
"Morelos","GENERAL",2004,"IMSS.ORD",211
"Nayarit","GENERAL",2004,"IMSS.ORD",133
"Nuevo Leon","GENERAL",2004,"IMSS.ORD",894
"Oaxaca","GENERAL",2004,"IMSS.ORD",130
"Puebla","GENERAL",2004,"IMSS.ORD",1004
"Queretaro","GENERAL",2004,"IMSS.ORD",641
"Quintana Roo","GENERAL",2004,"IMSS.ORD",532
"San Luis Potosi","GENERAL",2004,"IMSS.ORD",664
"Sinaloa","GENERAL",2004,"IMSS.ORD",114
"Sonora","GENERAL",2004,"IMSS.ORD",699
"Tabasco","GENERAL",2004,"IMSS.ORD",2
"Tamaulipas","GENERAL",2004,"IMSS.ORD",235
"Tlaxcala","GENERAL",2004,"IMSS.ORD",206
"Veracruz","GENERAL",2004,"IMSS.ORD",708
"Yucatan","GENERAL",2004,"IMSS.ORD",264
"Zacatecas","GENERAL",2004,"IMSS.ORD",156
"Aguascalientes","GENERAL",2004,"ISSSTE",0
"Baja California","GENERAL",2004,"ISSSTE",39
"Baja California Sur","GENERAL",2004,"ISSSTE",79
"Campeche","GENERAL",2004,"ISSSTE",21
"Coahuila","GENERAL",2004,"ISSSTE",27
"Colima","GENERAL",2004,"ISSSTE",11
"Chiapas","GENERAL",2004,"ISSSTE",57
"Chihuahua","GENERAL",2004,"ISSSTE",50
"Distrito Federal","GENERAL",2004,"ISSSTE",950
"Durango","GENERAL",2004,"ISSSTE",67
"Guanajuato","GENERAL",2004,"ISSSTE",123
"Guerrero","GENERAL",2004,"ISSSTE",155
"Hidalgo","GENERAL",2004,"ISSSTE",74
"Jalisco","GENERAL",2004,"ISSSTE",36
"Mexico","GENERAL",2004,"ISSSTE",271
"Michoacan","GENERAL",2004,"ISSSTE",108
"Morelos","GENERAL",2004,"ISSSTE",132
"Nayarit","GENERAL",2004,"ISSSTE",52
"Nuevo Leon","GENERAL",2004,"ISSSTE",34
"Oaxaca","GENERAL",2004,"ISSSTE",138
"Puebla","GENERAL",2004,"ISSSTE",138
"Queretaro","GENERAL",2004,"ISSSTE",87
"Quintana Roo","GENERAL",2004,"ISSSTE",59
"San Luis Potosi","GENERAL",2004,"ISSSTE",90
"Sinaloa","GENERAL",2004,"ISSSTE",91
"Sonora","GENERAL",2004,"ISSSTE",36
"Tabasco","GENERAL",2004,"ISSSTE",23
"Tamaulipas","GENERAL",2004,"ISSSTE",59
"Tlaxcala","GENERAL",2004,"ISSSTE",18
"Veracruz","GENERAL",2004,"ISSSTE",66
"Yucatan","GENERAL",2004,"ISSSTE",87
"Zacatecas","GENERAL",2004,"ISSSTE",14
"Aguascalientes","GENERAL",2004,"IMSS.OP",0
"Baja California","GENERAL",2004,"IMSS.OP",29
"Baja California Sur","GENERAL",2004,"IMSS.OP",0
"Campeche","GENERAL",2004,"IMSS.OP",49
"Coahuila","GENERAL",2004,"IMSS.OP",237
"Colima","GENERAL",2004,"IMSS.OP",0
"Chiapas","GENERAL",2004,"IMSS.OP",728
"Chihuahua","GENERAL",2004,"IMSS.OP",289
"Distrito Federal","GENERAL",2004,"IMSS.OP",0
"Durango","GENERAL",2004,"IMSS.OP",316
"Guanajuato","GENERAL",2004,"IMSS.OP",0
"Guerrero","GENERAL",2004,"IMSS.OP",0
"Hidalgo","GENERAL",2004,"IMSS.OP",339
"Jalisco","GENERAL",2004,"IMSS.OP",0
"Mexico","GENERAL",2004,"IMSS.OP",0
"Michoacan","GENERAL",2004,"IMSS.OP",676
"Morelos","GENERAL",2004,"IMSS.OP",0
"Nayarit","GENERAL",2004,"IMSS.OP",157
"Nuevo Leon","GENERAL",2004,"IMSS.OP",0
